public_operation,aliases,ue_spawn_path,ue_operation_name,owner_class,function_name,node_class,metadata,required_evidence,ambiguity_rule,included_in_graphwrite_op,exclude_reason,source_path
add,"+, add, plus",type_promotion,Add,UKismetMathLibrary,Add_VectorFloat,UK2Node_PromotableOperator,ScriptMethod; CompactNodeTitle=+,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:1381
add,"+, add, plus",type_promotion,Add,UKismetMathLibrary,Add_VectorInt,UK2Node_PromotableOperator,ScriptMethod; CompactNodeTitle=+,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:1385
add,"+, add, plus",type_promotion,Add,UKismetMathLibrary,Add_VectorVector,UK2Node_PromotableOperator,CommutativeAssociativeBinaryOperator=true; ScriptOperator=+;+=; ScriptMethod; CompactNodeTitle=+,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:1377
add,"+, add, plus",type_promotion,Add,UTimeManagementBlueprintLibrary,Add_FrameNumberFrameNumber,UK2Node_PromotableOperator,CommutativeAssociativeBinaryOperator=true; ScriptOperator=+;+=; ScriptMethod; CompactNodeTitle=+,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/TimeManagement/Public/TimeManagementBlueprintLibrary.h:70
add,"+, add, plus",type_promotion,Add,UTimeManagementBlueprintLibrary,Add_FrameNumberInteger,UK2Node_PromotableOperator,ScriptOperator=+;+=; ScriptMethod; CompactNodeTitle=+,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/TimeManagement/Public/TimeManagementBlueprintLibrary.h:78
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_ByteByte,UK2Node_PromotableOperator,CommutativeAssociativeBinaryOperator=true; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:258
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_DoubleDouble,UK2Node_PromotableOperator,CommutativeAssociativeBinaryOperator=true; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:560
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_Int64Int64,UK2Node_PromotableOperator,CommutativeAssociativeBinaryOperator=true; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:417
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_IntFloat,UK2Node_PromotableOperator,CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:520
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_IntInt,UK2Node_PromotableOperator,CommutativeAssociativeBinaryOperator=true; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:314
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_IntPointInt,UK2Node_PromotableOperator,ScriptOperator=*;*=; ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:948
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_IntPointIntPoint,UK2Node_PromotableOperator,ScriptOperator=*;*=; ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:944
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_LinearColorFloat,UK2Node_PromotableOperator,ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:3210
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_LinearColorLinearColor,UK2Node_PromotableOperator,ScriptOperator=*;*=; ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:3206
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_MatrixFloat,UK2Node_PromotableOperator,ScriptOperator=*;*=; ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:2464
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_MatrixMatrix,UK2Node_PromotableOperator,ScriptOperator=*;*=; ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:2448
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_QuatQuat,UK2Node_PromotableOperator,CommutativeAssociativeBinaryOperator=true; ScriptOperator=*;*=; ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:2778
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_RotatorFloat,UK2Node_PromotableOperator,ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:2339
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_RotatorInt,UK2Node_PromotableOperator,ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:2343
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_TimespanFloat,UK2Node_PromotableOperator,CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:3453
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_Vector2DFloat,UK2Node_PromotableOperator,ScriptOperator=*;*=; ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:1025
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_Vector2DVector2D,UK2Node_PromotableOperator,CommutativeAssociativeBinaryOperator=true; ScriptOperator=*;*=; ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:1021
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_Vector4Vector4,UK2Node_PromotableOperator,CommutativeAssociativeBinaryOperator=true; ScriptOperator=*;*=; ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:2094
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_VectorFloat,UK2Node_PromotableOperator,ScriptOperator=*;*=; ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:1405
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_VectorInt,UK2Node_PromotableOperator,ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:1409
multiply,"*, multiply, times",type_promotion,Multiply,UKismetMathLibrary,Multiply_VectorVector,UK2Node_PromotableOperator,CommutativeAssociativeBinaryOperator=true; ScriptOperator=*;*=; ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:1401
multiply,"*, multiply, times",type_promotion,Multiply,UTimeManagementBlueprintLibrary,Multiply_FrameNumberInteger,UK2Node_PromotableOperator,ScriptOperator=*;*=; ScriptMethod; CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/TimeManagement/Public/TimeManagementBlueprintLibrary.h:86
multiply,"*, multiply, times",type_promotion,Multiply,UTimeManagementBlueprintLibrary,Multiply_SecondsFrameRate,UK2Node_PromotableOperator,CompactNodeTitle=*,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/TimeManagement/Public/TimeManagementBlueprintLibrary.h:46
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_ByteByte,UK2Node_PromotableOperator,CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:274
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_DoubleDouble,UK2Node_PromotableOperator,CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:556
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_Int64Int64,UK2Node_PromotableOperator,CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:433
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_IntInt,UK2Node_PromotableOperator,CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:330
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_IntPointInt,UK2Node_PromotableOperator,ScriptOperator=-;-=; ScriptMethod; CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:940
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_IntPointIntPoint,UK2Node_PromotableOperator,ScriptOperator=-;-=; ScriptMethod; CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:936
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_LinearColorLinearColor,UK2Node_PromotableOperator,ScriptOperator=-;-=; ScriptMethod; CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:3202
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_QuatQuat,UK2Node_PromotableOperator,ScriptOperator=-;-=; ScriptMethod; CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:2758
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_TimespanTimespan,UK2Node_PromotableOperator,CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:3449
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_Vector2DFloat,UK2Node_PromotableOperator,ScriptOperator=-;-=; ScriptMethod; CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:1017
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_Vector2DVector2D,UK2Node_PromotableOperator,ScriptOperator=-;-=; ScriptMethod; CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:1013
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_Vector4Vector4,UK2Node_PromotableOperator,ScriptOperator=-;-=; ScriptMethod; CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:2090
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_VectorFloat,UK2Node_PromotableOperator,ScriptMethod; CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:1393
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_VectorInt,UK2Node_PromotableOperator,ScriptMethod; CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:1397
subtract,"-, subtract, minus",type_promotion,Subtract,UKismetMathLibrary,Subtract_VectorVector,UK2Node_PromotableOperator,ScriptOperator=-;-=; ScriptMethod; CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/Engine/Classes/Kismet/KismetMathLibrary.h:1389
subtract,"-, subtract, minus",type_promotion,Subtract,UTimeManagementBlueprintLibrary,Subtract_FrameNumberFrameNumber,UK2Node_PromotableOperator,ScriptOperator=-;-=; ScriptMethod; CompactNodeTitle=-,TypePromotion operation 名称 + typed pins；必要时提供目标 pin category/subcategory/object 以触发 FindBestMatchingFunc；不能只凭 token 静默选 overload。,同一 public_operation 存在大量 overload；必须由 typed pins 或已解析 function evidence 决定。,yes,,Source/Runtime/TimeManagement/Public/TimeManagementBlueprintLibrary.h:74
